day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
4,2015,7,16,07/16/2015,67.3,57.3,1013.9,9.2,16.6,22,28,82,60.1,0,999.9,0,686
7,2019,7,7,07/07/2019,69,62.9,1012.1,7.1,11.2,22,25.1,73.9,62.1,0.01,999.9,1,441
6,2016,7,2,07/02/2016,69.4,62.8,1011.9,7.2,11.8,22,33,75.9,61,0.76,999.9,1,570
5,2014,7,4,07/04/2014,69.9,68.2,1012.5,3.9,9.8,27,36.9,75.9,64.4,0,999.9,1,360
6,2014,7,5,07/05/2014,67,55.8,1012.9,8.4,21.2,42.9,52.1,77,62.1,1.88,999.9,0,505
5,2020,8,7,08/07/2020,69,65.6,1020.6,6.5,5.2,12,17.1,84.9,63,0,999.9,1,319
2,2020,8,11,08/11/2020,75.4,71.9,1016.1,7.8,9.1,12,999.9,81,70,0,999.9,0,298
7,2020,8,9,08/09/2020,71.5,66.9,1019.9,9.3,7,12,999.9,78.1,64.9,0,999.9,0,271
3,2020,8,12,08/12/2020,75.3,72.7,1016.6,5.9,9.1,13,999.9,81,71.1,0,999.9,1,267
4,2020,8,13,08/13/2020,77,72,1018.3,4.1,6.8,13,999.9,86,71.1,0,999.9,1,255
1,2020,8,10,08/10/2020,74.3,70.7,1017.3,9.8,9.6,15,999.9,80.1,64.9,0,999.9,0,304
1,2020,8,3,08/03/2020,76.1,72.5,1015.8,5.1,12.3,15,19,82,64.9,0,999.9,1,341
5,2020,8,14,08/14/2020,74.6,64.8,1016.8,9.7,6.1,15,999.9,86,69.1,0,999.9,0,300
7,2020,8,2,08/02/2020,71.9,66.9,1016.4,8.9,8.4,15,999.9,82.9,62.1,0,999.9,1,277
7,2020,8,16,08/16/2020,66.6,63.7,1015.6,7.6,12.5,19,27,75.9,64,0.01,999.9,1,236
6,2020,8,15,08/15/2020,70.4,66.5,1015.3,7.3,13.9,21,25.1,84.9,66.9,0,999.9,1,271
4,2012,8,9,08/09/2012,78.2,69.6,1013.6,9.3,2.3,7,15,88,61,0,999.9,0,581
5,2012,8,24,08/24/2012,77.3,60.9,1020.7,9.3,2,7,999.9,87.1,66,0,999.9,0,601
3,2012,8,8,08/08/2012,77.8,67.1,1014.7,8.8,1.1,8,999.9,86,64,0,999.9,0,528
5,2017,8,11,08/11/2017,67.6,65.8,1021.4,9.3,5.8,8,999.9,77,60.1,0,999.9,1,655
7,2013,8,18,08/18/2013,64.8,58.4,1023.8,8.4,3.3,8,999.9,75.9,55.9,0.01,999.9,1,442
2,2014,8,19,08/19/2014,63.9,56.9,1012.6,8.8,4.1,8,999.9,73.9,54,0.01,999.9,1,516
7,2014,8,10,08/10/2014,69.1,61.4,1019.2,9.8,4.6,8,999.9,81,57.9,0.01,999.9,0,512
6,2013,8,17,08/17/2013,67.3,59.8,1023.8,10,3.2,8,999.9,75.9,55.9,0,999.9,0,504
3,2012,8,22,08/22/2012,73.8,60.3,1019.6,9.8,1.7,8,999.9,80.1,61,0,999.9,0,504
1,2017,8,14,08/14/2017,67.7,65.2,1016.4,6.1,4.3,8,999.9,80.1,61,0,999.9,1,602
1,2014,8,25,08/25/2014,63.3,56.5,1020.5,10,3.8,8,999.9,72,54,0,999.9,0,549
4,2015,8,13,08/13/2015,71.1,65.8,1014.7,8.4,5.2,8.9,999.9,79,63,0,999.9,1,714
2,2019,8,27,08/27/2019,60.4,54.5,1019.4,10,4.7,8.9,999.9,70,50,0,999.9,0,529
5,2018,8,17,08/17/2018,74.9,72.1,1018,6.3,5.1,8.9,999.9,87.1,66,0,999.9,1,703
2,2013,8,6,08/06/2013,66.2,54.5,1019.1,10,5.3,8.9,999.9,73.9,55.9,0,999.9,0,543
3,2014,8,6,08/06/2014,70.1,65.7,1010.1,4.4,4.3,8.9,999.9,78.1,66,0.01,999.9,1,562
6,2015,8,22,08/22/2015,73.9,71.1,1017.2,4.8,6,8.9,999.9,82,70,0,999.9,1,581
5,2019,8,2,08/02/2019,71.6,64.1,1019.8,7.4,4.7,8.9,999.9,82.9,60.1,0,999.9,1,610
6,2014,8,9,08/09/2014,70.4,61.3,1017.2,9.9,6.4,8.9,999.9,78.1,60.1,0,999.9,0,538
4,2012,8,23,08/23/2012,74.7,61.7,1020.4,8.9,2,8.9,999.9,84,62.6,0,999.9,0,574
3,2015,8,19,08/19/2015,73.9,70.1,1018.9,6.3,5.4,8.9,999.9,81,69.1,0,999.9,1,594
5,2018,8,24,08/24/2018,67.1,61.5,1021.1,10,4.7,8.9,999.9,75.9,55,0,999.9,0,681
7,2012,8,26,08/26/2012,73.9,62.4,1025.2,10,4.6,8.9,15,82.9,60.8,0,999.9,0,471
2,2016,8,9,08/09/2016,71.5,64.7,1021.5,10,6.6,8.9,27,80.1,62.1,0,999.9,0,650
1,2015,8,24,08/24/2015,71.7,69.2,1013.1,3.8,5.4,8.9,999.9,81,68,0,999.9,1,575
6,2017,8,26,08/26/2017,64.1,56.8,1023,9.9,3.7,8.9,999.9,73.9,54,0,999.9,0,570
5,2015,8,14,08/14/2015,70.4,63.5,1020.3,8.6,4.8,8.9,999.9,81,62.1,0,999.9,0,729
4,2017,8,3,08/03/2017,67.5,66,1020.6,9.1,5.8,8.9,999.9,75,61,0,999.9,1,713
5,2014,8,1,08/01/2014,67.5,62.9,1023.5,9,5.3,8.9,999.9,73.9,59,0.01,999.9,0,667
4,2017,8,10,08/10/2017,67.8,66,1024.2,8.8,6,8.9,999.9,75,59,0,999.9,1,650
4,2017,8,17,08/17/2017,68,60.8,1016.6,9.1,5.2,8.9,999.9,79,62.1,0,999.9,0,639
1,2014,8,11,08/11/2014,66.3,59.2,1021.1,7.8,3.6,8.9,999.9,81,57,0.01,999.9,1,604
2,2016,8,30,08/30/2016,67.7,59.2,1020,10,6.1,8.9,999.9,82.9,59,0,999.9,0,622
6,2019,8,31,08/31/2019,70.3,60.1,1020.7,9.1,5.3,8.9,999.9,79,57.9,0,999.9,1,502
2,2017,8,15,08/15/2017,67.8,66.8,1014.6,4.3,4,8.9,999.9,79,61,0,999.9,1,577
2,2014,8,26,08/26/2014,63,56,1021.1,10,3.5,8.9,999.9,72,53.1,0,999.9,0,608
6,2020,8,8,08/08/2020,69.7,66.4,1020.6,5.1,6.1,8.9,999.9,75.9,63,0,999.9,1,251
1,2012,8,27,08/27/2012,71.9,66.3,1019.7,8.6,2.7,8.9,18.1,81,55.4,0.01,999.9,1,548
3,2013,8,28,08/28/2013,66.4,64.6,1012,3.9,6.8,9.9,999.9,72,62.6,0.67,999.9,1,482
4,2016,8,4,08/04/2016,64.2,57.8,1021.4,10,4.6,9.9,999.9,73.9,55.9,0,999.9,0,715
3,2013,8,7,08/07/2013,64.5,55.9,1022,9.9,5.1,9.9,999.9,73.9,54,0,999.9,0,508
2,2012,8,7,08/07/2012,75.2,58.1,1015.7,10,1.2,9.9,999.9,82.9,63,0.01,999.9,0,547
7,2017,8,27,08/27/2017,62.3,53.6,1024.6,10,5,9.9,999.9,73,50,0,999.9,0,498
3,2012,8,15,08/15/2012,73.6,68.9,1011.5,6.5,3.5,9.9,999.9,81,66.2,0.01,999.9,1,602
5,2018,8,10,08/10/2018,76.9,68.4,1010.2,9.6,6.4,9.9,999.9,86,68,0.04,999.9,0,707
1,2012,8,20,08/20/2012,71.4,56.7,1012.5,10,0.8,9.9,999.9,78.1,64,0,999.9,0,473
3,2013,8,21,08/21/2013,70.3,66.7,1020.1,7.1,6.5,9.9,999.9,79,64,0,999.9,1,562
6,2012,8,18,08/18/2012,69.8,63.7,1011.3,8.4,4.1,9.9,999.9,78.1,62.6,0.01,999.9,0,540
7,2019,8,18,08/18/2019,71.2,69.7,1016.4,4.2,4,9.9,999.9,79,62.1,0,999.9,1,480
6,2014,8,30,08/30/2014,60.1,51.2,1025.5,10,6.3,9.9,999.9,71.1,46,0,999.9,0,510
2,2012,8,14,08/14/2012,76,62.6,1014,9.6,2.3,9.9,999.9,81,69.1,0,999.9,0,520
2,2019,8,20,08/20/2019,75.5,68.2,1017,10,6.8,9.9,999.9,82.9,66.9,0,999.9,0,574
5,2015,8,28,08/28/2015,71.4,59.5,1019.4,10,6.6,9.9,999.9,80.1,62.1,0,999.9,0,609
4,2013,8,8,08/08/2013,67.8,64,1020.1,10,6.7,9.9,999.9,75,54,0,999.9,0,549
4,2013,8,1,08/01/2013,68.9,64.7,1016.5,9.8,5.3,9.9,999.9,78.1,63,0.01,999.9,0,643
1,2018,8,13,08/13/2018,69.1,68.1,1016.9,7.7,6.2,9.9,999.9,75.9,64.9,0.05,999.9,1,617
1,2018,8,6,08/06/2018,74.8,73.4,1018.6,6.3,7.2,9.9,999.9,81,70,0,999.9,0,632
3,2012,8,1,08/01/2012,72.2,68.4,1012.4,7.8,2.5,9.9,999.9,78.1,66.9,0.55,999.9,1,615
4,2019,8,1,08/01/2019,74.3,70.3,1017.3,5.9,6,9.9,999.9,82.9,68,0,999.9,1,618
1,2016,8,8,08/08/2016,71.3,61.3,1015.4,10,6.3,9.9,999.9,82,62.1,0,999.9,0,632
1,2017,8,21,08/21/2017,69.9,65.6,1020.4,9.8,5.9,9.9,999.9,81,61,0,999.9,0,627
6,2019,8,3,08/03/2019,70.3,66.6,1018,10,6.3,9.9,999.9,80.1,60.1,0,999.9,0,566
2,2019,8,6,08/06/2019,68.9,65.5,1013.4,9.8,7.2,9.9,999.9,77,63,0,999.9,0,551
6,2018,8,25,08/25/2018,66.5,60.3,1025.9,9,5.8,9.9,999.9,75.9,55,0,999.9,1,552
1,2019,8,19,08/19/2019,73.3,72.1,1015.6,3.5,6.3,9.9,999.9,80.1,68,0,999.9,1,563
5,2016,8,5,08/05/2016,65.3,60.4,1017.2,9.3,5,9.9,999.9,73.9,55,0,999.9,1,700
7,2014,8,3,08/03/2014,66.4,64.6,1019.1,6,5.1,9.9,999.9,70,61,0.6,999.9,1,476
4,2017,8,24,08/24/2017,70,60.2,1011.9,10,5.6,11.1,999.9,79,63,0,999.9,0,631
6,2018,8,11,08/11/2018,68.8,66.2,1015.2,9,5.8,11.1,999.9,86,64,0,999.9,0,568
7,2019,8,4,08/04/2019,73.3,70.4,1012.6,9.9,7.9,11.1,999.9,78.1,60.1,0,999.9,0,499
7,2018,8,26,08/26/2018,68.2,60.3,1021.4,10,5.4,11.1,999.9,77,57,0,999.9,0,528
7,2018,8,12,08/12/2018,70.9,69.7,1017.6,7.8,7.3,11.1,999.9,75.9,64,0.01,999.9,0,499
1,2013,8,12,08/12/2013,68.2,63.2,1016.8,10,7.2,11.1,999.9,75,60.1,0,999.9,0,519
7,2013,8,11,08/11/2013,69.5,56.7,1017,10,7.5,11.1,999.9,80.1,60.1,0,999.9,0,481
4,2020,8,6,08/06/2020,74.1,61.4,1019.4,6.4,6.7,11.1,999.9,84.9,66,0,999.9,1,343
2,2018,8,14,08/14/2018,72.8,71.4,1013,4.5,6.9,11.1,999.9,80.1,64.9,0,999.9,1,701
6,2015,8,29,08/29/2015,70.3,62.5,1021.8,10,7,11.1,999.9,80.1,62.1,0,999.9,0,539
6,2015,8,15,08/15/2015,71.8,67,1020,8.2,6.7,11.1,999.9,81,62.1,0,999.9,1,582
3,2017,8,2,08/02/2017,68.6,66.6,1018.9,9.9,6.5,11.1,999.9,75.9,63,0,999.9,0,618
5,2017,8,4,08/04/2017,67.7,66.7,1019.7,2.9,6.3,11.1,999.9,75.9,61,0,999.9,1,758
2,2014,8,5,08/05/2014,69.2,67.4,1016.2,3.7,6.6,11.1,999.9,75.9,64.9,0,999.9,1,606
2,2013,8,20,08/20/2013,71,64.7,1017.3,9.5,7,11.1,999.9,78.1,57,0.01,999.9,0,542
4,2012,8,2,08/02/2012,75,68.4,1011.3,6.2,2.7,11.1,999.9,87.1,66.2,0.11,999.9,1,570
6,2012,8,4,08/04/2012,77.9,71.7,1021.1,5.7,4.1,11.1,18.1,90,71.1,0,999.9,1,568
3,2017,8,9,08/09/2017,67.1,63.5,1021.1,8.2,6.5,11.1,999.9,75,59,0.81,999.9,1,655
5,2019,8,16,08/16/2019,66.6,64.4,1017.6,7.8,7,11.1,999.9,73.9,62.1,0,999.9,1,523
6,2017,8,5,08/05/2017,67.7,67.2,1014.1,2.5,7.9,11.1,999.9,75.9,64,0,999.9,1,573
6,2019,8,17,08/17/2019,67.5,65.3,1017.6,3.8,7.1,11.1,999.9,77,62.1,0,999.9,1,533
1,2017,8,7,08/07/2017,67.5,64.2,1018.9,10,7.8,11.1,26,75,59,0,999.9,0,606
6,2020,8,1,08/01/2020,72.6,66.2,1012.6,8.5,5.1,11.1,999.9,82.9,62.1,0,999.9,1,370
3,2016,8,31,08/31/2016,70.4,65.7,1016,10,9.1,12,999.9,75.9,59,0,999.9,0,661
4,2016,8,18,08/18/2016,71.5,65.7,1015.5,9.9,6.1,12,999.9,82,64.9,0,999.9,0,635
2,2017,8,1,08/01/2017,68.2,64.8,1017.1,10,8.6,12,999.9,75.9,50,0,999.9,0,705
2,2014,8,12,08/12/2014,67.2,62.2,1020.2,10,7.8,12,999.9,75,57,0.01,999.9,0,491
2,2015,8,25,08/25/2015,72.8,68.7,1012.4,9.7,7.4,12,999.9,81,66.9,0.01,999.9,0,595
1,2014,8,4,08/04/2014,68.2,65.5,1017.7,6,5.2,12,999.9,73,64,0.04,999.9,1,589
2,2015,8,18,08/18/2015,74.5,71,1017.7,8.8,8.8,12,999.9,82.9,70,0,999.9,1,623
3,2014,8,20,08/20/2014,63.8,55.9,1015.5,9.9,6,12,999.9,73,52,0.01,999.9,0,551
6,2017,8,12,08/12/2017,65.9,65.8,1016.4,4.2,5.8,12,999.9,77,60.1,0.07,999.9,1,526
4,2014,8,21,08/21/2014,67.1,60.6,1017.5,10,7.7,12,999.9,73,52,0.01,999.9,0,567
3,2019,8,14,08/14/2019,71.1,68.7,1009.9,8.6,6.8,12,999.9,75.9,66,99.99,999.9,0,537
7,2015,8,16,08/16/2015,74.3,68.8,1019.1,9.5,8.5,12,999.9,82,70,0,999.9,0,552
7,2016,8,28,08/28/2016,67.7,61.7,1024.1,8.7,5.8,12,999.9,81,57.9,0,999.9,1,559
7,2013,8,25,08/25/2013,64,54.6,1026.6,10,6.7,12,999.9,75,50,0,999.9,0,459
5,2013,8,16,08/16/2013,67.4,59.7,1021.2,10,8.2,12,999.9,73,62.1,0,999.9,0,678
1,2015,8,17,08/17/2015,74.1,70.4,1018.5,7.6,8,12,999.9,82.9,70,0,999.9,0,592
7,2014,8,17,08/17/2014,68.3,64.7,1011.1,8.3,6.8,12,17.1,73.9,59,0.06,999.9,1,476
2,2019,8,13,08/13/2019,71.2,68.7,1011.2,7.9,8.4,12,999.9,78.1,66,99.99,999.9,0,469
7,2018,8,5,08/05/2018,74.3,70.4,1019.6,8.8,7.1,12,999.9,81,69.1,0.05,999.9,0,573
7,2012,8,19,08/19/2012,68.7,55,1014.2,10,1.3,12,999.9,75,62.1,0.23,999.9,0,467
3,2018,8,8,08/08/2018,74.6,73.6,1013.9,5.9,8.1,12,999.9,82,70,0,999.9,1,656
3,2014,8,27,08/27/2014,67.5,64.7,1016.3,6.5,7.3,12,999.9,75,53.1,0.02,999.9,1,538
6,2014,8,16,08/16/2014,66.3,58.8,1015.3,9.7,8.2,12,999.9,73,59,0,999.9,0,490
3,2015,8,5,08/05/2015,74.5,68.8,1011.2,7.6,7.8,12,999.9,81,68,0.02,999.9,1,619
2,2012,8,21,08/21/2012,72.8,57.2,1015.5,10,2.5,12,999.9,81,60.8,0,999.9,0,482
3,2016,8,24,08/24/2016,70.1,63.3,1024.3,10,8.5,12,999.9,77,63,0,999.9,0,635
2,2016,8,16,08/16/2016,73.1,69,1022.3,10,7.9,12,999.9,84,66.9,0,999.9,0,644
7,2015,8,2,08/02/2015,75.9,64.8,1011.7,9,7.8,12,999.9,82.9,66,0,999.9,0,550
7,2013,8,4,08/04/2013,69.4,61.9,1009.8,9,8.3,12,19,75.9,60.1,0.25,999.9,0,454
5,2016,8,26,08/26/2016,73.4,70,1016.1,9.7,10.1,12,999.9,79,68,0,999.9,0,756
5,2015,8,7,08/07/2015,71.2,61.9,1013.1,10,7.4,12,999.9,79,64,0,999.9,0,726
1,2018,8,27,08/27/2018,73.1,69.6,1017.3,9.1,8.7,12,999.9,84,62.1,0,999.9,0,651
1,2012,8,13,08/13/2012,76.3,61.2,1014.6,9.2,4.3,13,999.9,86,69.1,0.05,999.9,0,504
5,2017,8,25,08/25/2017,66.4,60,1016.2,10,5.5,13,999.9,79,57.9,0,999.9,0,633
7,2014,8,31,08/31/2014,69.1,65.6,1020.7,9.4,9,13,18.1,73.9,64,0,999.9,0,495
5,2017,8,18,08/18/2017,66.6,65.6,1015.2,8,8.8,13,999.9,73.9,57.9,0,999.9,0,612
1,2015,8,10,08/10/2015,66.9,60.8,1017.6,9.3,6.6,13,999.9,73.9,55.9,0,999.9,1,611
6,2012,8,25,08/25/2012,75.7,65.2,1023.6,7.3,3.2,13,18.1,84,62.6,0.01,999.9,1,474
1,2013,8,19,08/19/2013,65.5,60.8,1017.5,9.5,8.1,13,999.9,73.9,57,0.39,999.9,0,462
5,2014,8,22,08/22/2014,63.9,60,1017.7,7.9,7.9,13,19,73,57.9,0.01,999.9,1,568
6,2016,8,20,08/20/2016,69.1,62.1,1015.2,10,8.5,13,999.9,81,63,0,999.9,0,579
3,2019,8,7,08/07/2019,70.2,66.6,1012,10,7.2,13,999.9,78.1,61,0,999.9,0,608
5,2012,8,3,08/03/2012,77.9,70.8,1015.3,6,4.4,13,18.1,89.1,69.1,0,999.9,1,589
7,2016,8,21,08/21/2016,68.3,63.6,1014.5,9.6,9,13,999.9,75.9,63,0,999.9,0,512
5,2018,8,3,08/03/2018,73.7,72.6,1022.1,4.6,9.2,13,999.9,79,71.1,0,999.9,1,749
5,2015,8,21,08/21/2015,73.6,70.2,1017,7.1,9.7,13,999.9,82,68,0,999.9,1,753
3,2015,8,12,08/12/2015,71.9,67.4,1008.9,7.2,7.9,13,999.9,77,64,1.01,999.9,1,643
6,2013,8,31,08/31/2013,69.4,67,1011.9,7,10.9,13,999.9,75,59,0,999.9,0,480
4,2019,8,15,08/15/2019,68.6,64.8,1015.3,8.6,8.5,13,18.1,75.9,63,0,999.9,0,560
5,2019,8,23,08/23/2019,72,65.8,1013.2,9.4,7.2,13,999.9,80.1,66.9,0,999.9,0,569
4,2015,8,27,08/27/2015,72.3,60.6,1014.9,10,8.5,13,999.9,81,62.1,0,999.9,0,614
4,2019,8,22,08/22/2019,74.6,72.8,1011.5,7.2,8.1,13,999.9,80.1,66,0,999.9,1,587
2,2018,8,21,08/21/2018,66.7,65.5,1019.1,7.1,9.5,13,999.9,70,64.4,0.07,999.9,0,580
1,2014,8,18,08/18/2014,67.9,57.7,1009.6,9.8,7.8,13,20,73.9,61,0,999.9,0,595
7,2015,8,23,08/23/2015,73.4,69.9,1015.3,4.7,7.6,13,999.9,82,69.1,0,999.9,1,492
7,2016,8,7,08/07/2016,74.2,65,1009,8.1,9.9,13,999.9,82,66.9,0,999.9,1,540
4,2012,8,16,08/16/2012,74,64.3,1011.9,6.7,3.1,13,15,84.9,66,0.15,999.9,1,613
2,2013,8,27,08/27/2013,68,66.6,1011.8,4.5,8,14,999.9,70,64.4,0.39,999.9,1,506
2,2017,8,29,08/29/2017,62,58.3,1023.8,9.9,8.6,14,20,71.1,54,0,999.9,0,614
4,2013,8,22,08/22/2013,70.5,68.9,1016.9,3.9,9.8,14,999.9,79,64,0.01,999.9,1,578
3,2018,8,1,08/01/2018,69.2,67.6,1020.7,7.5,8.6,14,999.9,73.9,64,0,999.9,1,660
5,2016,8,19,08/19/2016,74.4,65.7,1013.3,10,8.2,14,999.9,81,64.9,0,999.9,0,707
4,2016,8,25,08/25/2016,71.7,66.5,1020.5,10,10.4,14,999.9,77,63,0,999.9,0,659
1,2019,8,12,08/12/2019,71.2,63.9,1014.3,10,9.3,14,999.9,78.1,63,0,999.9,0,586
3,2016,8,10,08/10/2016,70.6,67.2,1023.2,9.9,8.6,14,999.9,80.1,64,0,999.9,0,618
3,2018,8,22,08/22/2018,68.1,67.4,1008,4.8,8.1,14,999.9,75.9,62.1,0.05,999.9,1,599
3,2015,8,26,08/26/2015,73.8,68.1,1012.5,9.2,7.4,14,999.9,81,68,0.3,999.9,0,606
7,2015,8,30,08/30/2015,72.6,66.8,1018.9,10,8.5,14,999.9,80.1,63,0,999.9,0,563
6,2016,8,13,08/13/2016,75.9,73.3,1012.7,5.4,9.2,14,999.9,82.9,71.1,0,999.9,1,614
4,2018,8,9,08/09/2018,74.9,73.5,1008,3.6,9.2,14,999.9,82.9,70,0,999.9,1,709
5,2014,8,8,08/08/2014,66.3,57.6,1014.9,10,7.4,14,999.9,77,59,0.19,999.9,0,601
7,2017,8,20,08/20/2017,72.8,68.1,1014.2,6.3,9.7,14,999.9,80.1,66.9,1.01,999.9,1,538
6,2016,8,27,08/27/2016,74.4,64.2,1020.3,7.7,8.3,14,999.9,81,66.9,0,999.9,1,624
1,2019,8,5,08/05/2019,70.2,62.3,1014.4,9.9,6.9,14,999.9,78.1,64,0,999.9,0,616
2,2016,8,2,08/02/2016,66.9,61.9,1018.6,9.7,8.4,14,999.9,75,61,0.11,999.9,0,602
1,2016,8,1,08/01/2016,68.2,62.4,1018.3,9.3,9.2,14,999.9,75,64,0.55,999.9,0,569
1,2016,8,15,08/15/2016,77.5,69.4,1017.9,8.8,8.5,14,19,84,70,0,999.9,0,643
7,2017,8,13,08/13/2017,71,69.3,1012.4,6.1,8.3,14,999.9,80.1,62.1,1.24,999.9,1,563
1,2015,8,3,08/03/2015,74,68.2,1012.1,9.1,8.9,14,999.9,82.9,69.1,0,999.9,0,705
3,2016,8,3,08/03/2016,67.4,60,1020.7,10,7.7,14,999.9,73.9,61,0,999.9,0,687
5,2019,8,30,08/30/2019,68,63.3,1015.6,9.2,7.9,14,999.9,75,57.9,0,999.9,0,630
6,2015,8,1,08/01/2015,73.4,68.5,1008.9,8.9,9.2,15,19,87.1,66,0,999.9,1,668
4,2014,8,7,08/07/2014,69.3,60.6,1011.1,9.2,6.3,15,21,77,60.1,0,999.9,0,585
2,2018,8,7,08/07/2018,75.8,74.1,1015.6,6.7,9.7,15,999.9,82,71.1,0,999.9,0,658
4,2014,8,14,08/14/2014,67.8,60.8,1008.1,9.1,9.7,15,15.9,72,63,0.02,999.9,0,625
6,2015,8,8,08/08/2015,69.7,61.1,1013.8,10,11.8,15,22,78.1,64,0,999.9,0,545
4,2015,8,6,08/06/2015,73.5,59.6,1012.4,10,9.3,15,999.9,81,66.9,0,999.9,0,630
7,2012,8,5,08/05/2012,78.1,72.4,1019.7,5.8,6.1,15,22.9,91,69.1,0,999.9,1,518
1,2012,8,6,08/06/2012,77.3,66.9,1015.7,8.9,5.5,15,22,86,71.1,0.49,999.9,0,593
2,2017,8,22,08/22/2017,70.5,69.8,1017.4,6.4,10.6,15,999.9,81,61,0,999.9,0,684
2,2015,8,4,08/04/2015,75,71.7,1011.3,6.1,10.4,15,22,81,70,0,999.9,0,666
7,2016,8,14,08/14/2016,75.3,73.3,1013.5,4.6,9.9,15,19,80.1,69.8,0.01,999.9,1,521
1,2016,8,22,08/22/2016,73.8,66.7,1011,6.7,10.4,15,19,81,63,0.47,999.9,1,668
6,2014,8,2,08/02/2014,64.3,60,1022.8,8.8,6.5,15,19,73.9,59,0.56,999.9,0,540
6,2016,8,6,08/06/2016,71.3,67.5,1009.4,9.8,10.7,15,999.9,75.9,55,0,999.9,0,578
4,2013,8,15,08/15/2013,67.2,52.7,1016.9,10,10.2,15,21,73,62.1,0,999.9,0,599
4,2015,8,20,08/20/2015,73.4,69.4,1018.9,6.4,9.7,15,19,82,68,0,999.9,1,600
3,2012,8,29,08/29/2012,73.3,53.2,1014,10,4.7,15,21,79,64.4,0.01,999.9,0,550
4,2018,8,30,08/30/2018,76.2,72.4,1015.2,7,10.2,15,999.9,90,71.1,0,999.9,0,736
6,2013,8,10,08/10/2013,72.4,66.5,1012.3,6.4,11.2,15,21,80.1,68,0.06,999.9,1,495
5,2013,8,2,08/02/2013,69.7,66,1011.1,9.5,8.3,15,20,75.9,63,0.03,999.9,0,626
5,2012,8,17,08/17/2012,77.9,60.7,1010.6,9.5,3.3,15,17.1,88,69.1,0,999.9,0,574
3,2018,8,29,08/29/2018,75.3,72.7,1015.2,5.5,9.8,15,999.9,84.9,69.1,0,999.9,0,685
5,2014,8,15,08/15/2014,66.8,59.2,1012.2,10,8.8,15,20,72,61,0.01,999.9,0,522
7,2014,8,24,08/24/2014,63.9,56.8,1019.4,10,9,15.9,22,73,55,0.01,999.9,0,437
3,2017,8,16,08/16/2017,71.1,65.9,1013,6.8,6.5,15.9,999.9,79,64.9,0.23,999.9,1,600
1,2016,8,29,08/29/2016,72.5,66.3,1019,9.8,9.5,15.9,22,82.9,57.9,0,999.9,0,673
4,2017,8,31,08/31/2017,66.2,60.6,1011,9.6,9.7,15.9,22.9,75,54,0.11,999.9,0,618
2,2015,8,11,08/11/2015,67.9,64.4,1015,7.5,12,15.9,25.1,73.9,55.9,0,999.9,0,601
6,2018,8,18,08/18/2018,73.9,72.4,1010.8,5.9,9.4,15.9,24.1,82.9,66,0.05,999.9,1,579
6,2013,8,3,08/03/2013,69.3,66.1,1011.8,7.2,10.9,15.9,22.9,75.9,66,0,999.9,0,492
4,2016,8,11,08/11/2016,73.6,71.8,1018.5,4.7,11.1,15.9,999.9,79,66.9,0.05,999.9,1,672
2,2012,8,28,08/28/2012,77.9,67.4,1011.5,9,6,15.9,22.9,86,69.8,0.75,999.9,0,587
1,2018,8,20,08/20/2018,66.7,66,1018.3,4.7,11.6,15.9,22,72,66,0.04,999.9,0,562
4,2018,8,2,08/02/2018,73.7,72.5,1019.9,5.4,11.6,15.9,21,78.1,64,0,999.9,0,722
6,2018,8,4,08/04/2018,71.8,71.2,1020.6,4.4,9.4,15.9,999.9,79,69.1,0.01,999.9,1,605
2,2018,8,28,08/28/2018,73,71.2,1016.6,3.5,9,15.9,20,84,66.9,0,999.9,1,715
4,2018,8,16,08/16/2018,77.2,71.4,1014.9,9.1,10.1,15.9,20,87.1,70,0,999.9,0,647
1,2013,8,5,08/05/2013,68.1,54.5,1013.3,10,12.2,15.9,24.1,75.9,60.1,0,999.9,0,545
4,2012,8,30,08/30/2012,72,49.4,1017.6,10,2.5,15.9,20,82,57.2,0,999.9,0,618
5,2019,8,9,08/09/2019,73.7,67.3,1006.1,8.9,10.4,15.9,999.9,78.1,69.1,0,999.9,0,645
6,2012,8,11,08/11/2012,77.7,71.5,1010.2,7.8,6.9,16.9,28,87.1,71.1,1.1,999.9,0,507
1,2015,8,31,08/31/2015,74.8,69.6,1015.3,9,11.2,17.1,22,82,66.9,0,999.9,0,614
2,2013,8,13,08/13/2013,67.8,66.7,1011.1,4.6,3.4,17.1,999.9,73.9,64,0,999.9,1,552
3,2020,8,5,08/05/2020,74.8,70.5,1015.9,8.9,11.5,17.1,22,81,71.1,99.99,999.9,1,332
2,2017,8,8,08/08/2017,65.2,62.8,1013.2,7.8,11.3,17.1,24.1,73.9,59,0.96,999.9,0,631
6,2019,8,24,08/24/2019,68.3,58.5,1018.7,10,12.3,17.1,22,75.9,63,0,999.9,0,514
7,2017,8,6,08/06/2017,69.4,59.9,1014.4,9.5,11.8,17.1,22.9,75,64,0,999.9,0,519
4,2013,8,29,08/29/2013,65.7,63.7,1014.4,5.8,11.3,17.1,21,69.1,62.6,0,999.9,1,572
1,2017,8,28,08/28/2017,62.7,56.4,1025.3,10,8.5,17.1,22.9,73,50,0,999.9,0,584
7,2019,8,11,08/11/2019,68.8,57,1013.3,10,9.4,17.1,22,75.9,62.1,0,999.9,0,484
